_key	r	g	b	hue	sat_1	value	lumo	sat_2	red	green	blue	yellow	cyan	magenta	orange	indigo	black	white	unknown	grey
SpongeBob SquarePants - Battle for Bikini Bottom - Rehydrated.jpg	153	160	123	71.35	0.23	1	0.55	0.16	590	0	0	1978	28	0	1539	0	638	2075	42428	772
Spyro - Year of the Dragon.jpg	183	131	77	30.57	0.58	1	0.51	0.42	479	0	0	2977	0	0	9418	52	128	696	42634	566
Spyro 2 - Ripto's Rage!.jpg	156	100	72	20	0.54	1	0.45	0.37	3404	0	0	1230	0	0	8413	125	1269	951	41896	1304
Spyro the Dragon.jpg	165	116	93	19.17	0.44	1	0.51	0.29	727	0	0	1988	0	0	6450	137	298	353	43173	27
Squad 51 vs. the Flying Saucers.jpg	100	100	97	60	0.03	0	0.39	0.02	0	0	0	0	0	0	0	0	13976	8351	22368	20832
SSX 3.jpg	180	187	202	220.91	0.11	1	0.75	0.17	1359	0	0	0	0	0	328	0	354	20429	42899	301
Star Drift.jpg	34	36	50	232.5	0.32	0	0.16	0.19	0	0	0	0	0	0	0	0	28648	1825	42949	251
Star Fox - Assault.jpg	90	70	62	17.14	0.31	0	0.3	0.18	1123	0	18	181	0	0	1542	0	16673	2362	42135	1065
Star Fox 64 3D.jpg	63	87	132	219.13	0.52	1	0.38	0.35	7	217	1086	262	604	259	42	32	3450	2323	43021	179
Star Fox 64.jpg	66	71	76	210	0.13	0	0.28	0.07	202	0	0	10	0	0	5	0	17560	1613	41794	1406
Star Fox Adventures.jpg	94	85	97	285	0.12	0	0.36	0.07	0	0	0	387	0	0	237	0	9185	2244	42385	815
Star Ocean - First Departure.jpg	57	83	100	203.72	0.43	0	0.31	0.27	0	0	0	0	0	0	0	0	11793	1726	41793	1407
Star Ocean - Second Evolution.jpg	54	75	120	220.91	0.55	0	0.34	0.38	0	0	630	0	646	0	0	0	10882	2094	42218	982
Star Ocean - The Last Hope.jpg	95	115	95	120	0.17	0	0.41	0.1	0	0	0	476	0	0	128	0	10285	2143	42923	277
Star Ocean - The Second Story R.jpg	49	75	112	215.24	0.56	0	0.32	0.39	25	0	414	0	607	0	0	0	6451	667	42576	624
Star Ocean - The Second Story.jpg	16	50	114	219.18	0.86	0	0.25	0.75	0	0	0	0	0	0	0	0	183	987	43160	40
Star Renegades.jpg	92	65	111	275.22	0.41	0	0.35	0.26	0	0	0	0	1	78	0	0	6646	1300	42399	801
Star Wars - Jedi Fallen Order.jpg	83	83	96	240	0.14	0	0.35	0.07	0	0	0	0	0	0	0	0	15552	3072	42274	926
Star Wars - Jedi Survivor.jpg	128	80	81	358.75	0.38	1	0.41	0.23	2947	0	38	0	0	0	1575	0	1908	848	39823	3377
Star Wars - Knights of the Old Republic II - The Sith Lords.jpg	85	50	36	17.14	0.58	0	0.24	0.4	570	0	0	16	0	0	952	0	18717	451	42912	288
Star Wars - Knights of the Old Republic.jpg	77	58	43	26.47	0.44	0	0.24	0.28	113	0	0	59	0	0	444	0	21261	969	42605	595
Star Wars Battlefront 2.jpg	62	75	106	222.27	0.42	0	0.33	0.26	1	0	0	0	5	0	9	0	11351	1473	42616	584
Star Wars Battlefront.jpg	117	138	157	208.5	0.25	1	0.54	0.17	5	0	0	0	0	0	0	0	6590	6734	41221	1979
STAR WARS Squadrons.jpg	169	129	120	11.02	0.29	1	0.57	0.22	1763	0	0	33	0	0	848	0	6892	13739	42693	507
Starcraft II - Heart of the Swarm.jpg	52	38	50	308.57	0.27	0	0.18	0.16	0	0	0	0	0	0	0	4	26067	427	42870	330
Starcraft II - Legacy of the Void.jpg	52	57	62	210	0.16	0	0.22	0.09	0	0	1	2	0	0	6	0	23041	537	40253	2947
Starcraft II - Wings of Liberty.jpg	54	57	68	227.14	0.21	0	0.24	0.11	0	0	24	9	0	0	54	0	20428	857	41360	1840
Starcraft.jpg	27	28	40	235.38	0.32	0	0.13	0.19	35	0	0	0	0	0	327	0	29072	382	43017	183
Stardew Valley.jpg	82	133	123	168.24	0.38	1	0.42	0.24	132	1	75	98	2028	0	3105	0	312	1519	43152	48
State of Mind.jpg	225	214	203	30	0.1	1	0.84	0.27	38	0	0	2	0	0	2615	0	474	29783	38064	5136
Steambot Chronicles.jpg	161	138	106	34.91	0.34	1	0.52	0.23	2	0	0	92	0	0	1100	0	75	3353	42068	1132
SteamWorld Dig 2.jpg	99	61	42	20	0.58	0	0.28	0.4	3233	0	0	228	184	42	3063	3	16274	423	43089	111
SteamWorld Dig.jpg	151	111	50	36.24	0.67	1	0.39	0.5	312	0	0	1536	39	0	7974	7	7854	844	43163	37
SteamWorld Heist II.jpg	94	134	156	201.29	0.4	1	0.49	0.25	35	2	8	146	523	0	494	0	360	849	42764	436
SteamWorld Heist.jpg	119	67	65	2.22	0.45	0	0.36	0.29	574	0	0	774	0	388	1383	0	8207	1128	42875	325
Steamworld Quest Hand of gilgamech.jpg	101	81	72	18.62	0.29	0	0.34	0.17	28	0	0	28	0	0	139	0	6561	2307	42204	996
Steelrising.jpg	75	103	99	171.43	0.27	0	0.35	0.16	0	0	0	0	0	0	0	0	4744	853	42367	833
Stela.jpg	135	150	156	197.14	0.13	1	0.57	0.1	0	0	0	0	0	0	0	0	0	1379	42295	905
Stella Glow.jpg	154	143	137	21.18	0.11	1	0.57	0.08	564	0	0	13	0	0	47	0	4895	11456	38289	4911
Stikbold A Dodgeball Adventure.jpg	236	208	126	44.73	0.47	1	0.71	0.74	1421	0	0	1274	0	0	1395	0	547	5141	43167	33
Stikbold!.jpg	236	208	126	44.73	0.47	1	0.71	0.74	1421	0	0	1274	0	0	1395	0	547	5141	43167	33
Stone Story RPG.jpg	3	3	3	-1	0	0	0.01	0	0	0	0	0	0	0	0	0	42226	0	42226	974
Stonefly.jpg	113	120	114	128.57	0.06	0	0.46	0.03	0	0	0	9	91	0	13	0	6191	5130	40426	2774
Stories - The Path of Destinies.jpg	96	87	78	30	0.19	0	0.34	0.1	727	0	0	205	116	0	664	0	12020	2200	41905	1295
Storyteller.jpg	108	127	132	192.5	0.18	1	0.47	0.1	1	0	0	0	0	0	180	0	1083	1915	42637	563
Strange Horticulture.jpg	87	68	46	32.2	0.47	0	0.26	0.31	0	0	0	1	0	0	0	0	16072	13	43149	51
Strangeland.jpg	64	44	47	351	0.31	0	0.21	0.19	0	0	0	0	0	0	0	69	19360	12	42797	403
Stray Gods - The Roleplaying Musical.jpg	73	58	85	273.33	0.32	0	0.28	0.19	0	0	0	0	0	0	0	0	10376	966	43065	135
Stray.jpg	113	40	39	0.81	0.65	0	0.3	0.49	1508	0	0	8	0	0	607	0	5029	1648	43102	98
Strayed Lights.jpg	77	60	138	253.08	0.57	1	0.39	0.39	0	0	414	0	1	0	3	262	2636	1672	43200	0
Street Fighter 6.jpg	84	67	92	280.8	0.27	0	0.31	0.16	167	0	423	0	0	0	374	5	10887	2145	42907	293
Street Fighter V.jpg	158	126	117	13.17	0.26	1	0.54	0.17	2500	0	0	294	0	0	581	0	6589	12606	40538	2662
Streets of Rage 4.jpg	158	119	53	37.71	0.66	1	0.41	0.5	1457	0	0	5034	152	0	9981	1	5747	272	42935	265
Strider.jpg	87	75	73	8.57	0.16	0	0.31	0.09	317	0	22	900	1	0	2415	0	6026	322	42382	818
Strike Force Heroes.jpg	135	129	96	50.77	0.29	1	0.45	0.17	682	0	0	1299	1983	0	2092	0	7766	3763	43042	158
Stuntman Ignition.jpg	146	117	84	31.94	0.42	1	0.45	0.27	54	0	0	1579	0	0	1802	0	5394	3729	40803	2397
Styx - Shards of Darkness.jpg	50	72	81	197.42	0.38	0	0.26	0.24	0	0	0	0	0	0	0	0	14299	698	41891	1309
Styx Master of Shadows.jpg	37	34	25	45	0.32	0	0.12	0.19	0	0	0	0	0	0	0	0	33622	44	40748	2452
Submerged.jpg	142	124	95	37.02	0.33	1	0.46	0.2	1	0	0	34	464	0	431	0	5840	1664	42449	751
Subway Midnight.jpg	87	72	72	0	0.17	0	0.31	0.09	1222	0	0	0	0	0	0	0	18089	2245	26680	16520
SUCCUBUS.jpg	118	61	36	18.29	0.69	0	0.3	0.53	360	0	0	27	0	0	2254	0	5648	1	43200	0
Sudeki.jpg	124	92	102	341.25	0.26	0	0.42	0.15	70	0	61	44	0	21	586	38	6810	2982	42805	395
Suikoden II.jpg	179	177	178	330	0.01	1	0.7	0.01	10	0	0	0	1	0	0	0	1054	19450	37712	5488
Suikoden III.jpg	189	193	191	150	0.02	1	0.75	0.03	0	0	0	0	0	0	1	0	2062	23532	39795	3405
Suikoden IV.jpg	165	184	203	210	0.19	1	0.72	0.27	0	0	0	0	10	0	0	0	1919	17113	42676	524
Suikoden.jpg	80	56	70	325	0.3	0	0.27	0.18	1134	0	51	1	0	0	510	29	19419	1627	43100	100
Summer in Mara.jpg	151	197	187	166.96	0.23	1	0.68	0.28	4	0	0	33	5332	0	336	0	12	5721	43165	35
Summoner 2.jpg	127	95	128	298.18	0.26	1	0.44	0.15	869	0	1	0	0	0	28	0	1874	1235	43105	95
Summoner.jpg	120	149	149	180	0.19	1	0.53	0.12	451	0	120	501	36	0	456	0	2968	5118	42975	225
Sunday Gold.jpg	127	95	63	30	0.5	0	0.37	0.34	2	0	0	526	0	0	9040	1	9397	142	43032	168
Sundered.jpg	107	38	58	342.61	0.64	0	0.28	0.48	1010	0	0	504	0	0	1048	0	14153	1713	43188	12
Sunless Sea.jpg	31	48	44	165.88	0.35	0	0.15	0.22	0	0	0	0	0	0	0	0	31893	394	42956	244
Sunless Skies.jpg	80	54	57	353.08	0.32	0	0.26	0.19	0	0	0	0	0	0	0	0	13807	1034	43039	161
Sunset Overdrive.jpg	137	138	123	64	0.11	1	0.51	0.06	17	0	0	89	66	0	2226	0	2255	4933	41638	1562
Super Crush KO.jpg	200	161	181	329.23	0.2	1	0.71	0.26	0	0	0	0	91	246	0	5	215	7606	43145	55
Super Daryl Deluxe.jpg	101	127	114	150	0.2	0	0.45	0.11	572	0	0	194	1078	0	3784	0	9421	4330	42865	335
Super High Ball.jpg	124	98	101	353.08	0.21	0	0.44	0.12	77	0	0	0	0	0	41	0	6134	3889	42976	224
Super Lucky's Tale.jpg	153	177	188	198.86	0.19	1	0.67	0.21	1041	0	3	104	1010	0	1871	0	473	10691	42627	573
Super Mario 3D All-Stars.jpg	144	141	136	37.5	0.06	1	0.55	0.03	2187	108	451	328	1765	0	368	9	2062	4929	42939	261
Super Mario 3D Land.jpg	163	154	117	48.26	0.28	1	0.55	0.2	642	0	29	1960	0	0	896	0	1775	11730	40087	3113
Super Mario 3D World + Bowser's Fury.jpg	145	136	120	38.4	0.17	1	0.52	0.1	1221	227	49	962	3	0	1745	0	3510	9115	42355	845
Super Mario 64.jpg	141	187	187	180	0.25	1	0.64	0.25	2292	119	542	166	10309	0	340	2	657	12206	43043	157
Super Mario Bros. Wonder.jpg	152	159	165	207.69	0.08	1	0.62	0.07	1062	65	935	251	375	14	449	0	1453	12565	41280	1920
Super Mario Galaxy 2.jpg	100	133	139	189.23	0.28	1	0.47	0.16	799	462	231	381	413	3	621	1	1562	2374	42527	673
Super Mario Galaxy.jpg	61	69	90	223.45	0.32	0	0.3	0.19	468	16	1361	262	23	0	171	5	10627	1456	42641	559
Super Mario Odyssey.jpg	137	110	105	9.38	0.23	1	0.47	0.13	5654	408	331	401	824	0	217	0	1291	2690	38913	4287
Super Mario Party Jamboree.jpg	172	148	105	38.51	0.39	1	0.54	0.29	1443	52	79	4573	25	0	2625	11	3784	6741	42212	988
Super Mario RPG.jpg	218	184	162	23.57	0.26	1	0.75	0.43	3297	0	285	1962	60	3	2213	5	186	19926	43028	172
Super Mario Strikers.jpg	140	100	91	11.02	0.35	1	0.45	0.21	561	0	0	1279	0	0	1247	0	5828	2327	42322	878
Super Mario Sunshine.jpg	196	192	180	45	0.08	1	0.74	0.12	603	1	0	533	39	0	227	0	224	20591	42456	744
Super Meat Boy Forever.jpg	139	86	61	19.23	0.56	1	0.39	0.39	1232	0	0	2	0	0	735	0	8030	216	42823	377
Super Meat Boy.jpg	165	72	58	7.85	0.65	1	0.44	0.48	11037	0	0	591	0	0	2315	0	2401	129	42911	289
Super Monkey Ball - Banana Mania.jpg	162	158	113	55.1	0.3	1	0.54	0.21	154	268	7	3514	65	0	2163	0	2250	6122	43117	83
Super Paper Mario.jpg	117	180	212	200.21	0.45	1	0.65	0.52	566	0	83	105	1199	0	680	0	683	1473	43026	174
Super Scribblenauts.jpg	185	169	138	39.57	0.25	1	0.63	0.25	2006	0	0	57	18	0	1038	0	9	4899	41820	1380
Super Smash Bros. Melee.jpg	155	144	127	36.43	0.18	1	0.55	0.12	341	0	0	1151	0	0	2734	0	1691	1136	41981	1219
Super Smash Bros..jpg	138	122	119	9.47	0.14	1	0.5	0.08	2544	0	0	1689	0	0	2936	0	4960	1811	42833	367
Super Stardust.jpg	125	137	91	75.65	0.34	1	0.45	0.2	102	475	29	2131	0	0	1371	3	7193	4079	41620	1580
Super Time Force.jpg	164	118	73	29.67	0.55	1	0.46	0.38	2533	0	466	1014	0	0	13082	0	1307	1916	42900	300
Super Woden GP 2.jpg	167	139	49	45.76	0.71	1	0.42	0.55	6	0	0	9018	0	0	15010	0	6273	184	41844	1356
Super Woden GP.jpg	216	208	196	36	0.09	1	0.81	0.2	34	0	0	2199	0	0	137	0	3624	31409	40348	2852
SUPERHOT - MIND CONTROL DELETE.jpg	212	189	195	344.35	0.11	1	0.79	0.21	174	0	0	0	0	0	0	0	1	26014	42194	1006
Superliminal.jpg	194	119	109	7.06	0.44	1	0.59	0.41	3698	0	0	0	0	0	14	0	501	1756	43085	115
Supermarket Shriek.jpg	201	189	159	42.86	0.21	1	0.71	0.28	218	0	0	1923	1	0	416	0	1474	15180	43062	138
Supraland.jpg	169	128	126	2.79	0.25	1	0.58	0.2	1301	0	0	1	0	911	285	0	3173	4853	42164	1036
Surmount - A Mountain Climbing Adventure.jpg	73	86	86	180	0.15	0	0.31	0.08	16	0	2	805	315	0	161	0	13574	136	42848	352
Svarog's Dream.jpg	27	17	23	324	0.37	0	0.09	0.23	0	0	0	0	0	0	0	0	36537	139	41970	1230
Switchball.jpg	150	131	144	318.95	0.13	1	0.55	0.08	749	0	8	0	0	0	199	0	1191	7870	42746	454
Sword of the Necromancer.jpg	132	91	142	288.24	0.36	1	0.46	0.22	0	0	0	0	0	0	0	0	2334	2817	43167	33
Syberia - The World Before.jpg	139	137	134	36	0.04	1	0.54	0.02	0	0	0	0	0	0	0	0	8033	15734	37350	5850
Syberia 2.jpg	155	148	148	0	0.05	1	0.59	0.03	0	0	0	0	0	0	0	0	4210	13793	30091	13109
Syberia Collection.jpg	178	175	174	15	0.02	1	0.69	0.03	0	0	0	0	0	0	0	0	4417	22755	32716	10484
Syberia.jpg	109	103	104	350	0.06	0	0.42	0.03	0	0	0	0	0	0	0	0	1954	1880	23962	19238
Symphony of War The Nephilim Saga.jpg	107	96	92	16	0.14	0	0.39	0.08	0	0	0	0	0	0	9	0	4055	523	40672	2528
Syndicate Wars.jpg	152	148	150	330	0.03	1	0.59	0.02	0	0	0	0	0	0	0	0	14581	23169	41804	1396
Syphon Filter - Dark Mirror.jpg	109	113	114	192	0.04	0	0.44	0.02	139	0	0	38	0	0	1121	0	6298	5172	35333	7867
Syphon Filter - Logan's Shadow.jpg	56	56	58	240	0.03	0	0.22	0.02	0	0	0	0	0	0	0	0	26904	3007	38556	4644
Syphon Filter - The Omega Strain.jpg	78	114	59	99.27	0.48	0	0.34	0.32	0	3	0	14	0	0	7	0	4725	451	42293	907
Syphon Filter 2.jpg	35	92	107	192.5	0.67	0	0.28	0.51	0	362	0	0	1240	0	0	0	9657	157	43055	145
Syphon Filter 3.jpg	96	95	72	57.5	0.25	0	0.33	0.14	0	0	0	154	0	0	167	0	8833	540	41852	1348
Syphon Filter.jpg	82	110	80	116	0.27	0	0.37	0.16	0	0	0	132	0	0	0	0	8446	224	42667	533
System Shock 2.jpg	28	31	36	217.5	0.22	0	0.13	0.12	0	0	0	0	0	0	0	0	33774	155	41201	1999
System Shock.jpg	28	52	52	180	0.46	0	0.16	0.3	0	0	0	0	20	0	0	0	28660	1622	42570	630
T.R.A.G. - Mission of Mercy.jpg	62	54	37	40.8	0.4	0	0.19	0.25	5	0	0	1353	0	0	717	0	26944	475	41729	1471
Tactical Breach Wizards.jpg	61	90	80	159.31	0.32	0	0.3	0.19	0	0	0	0	5	0	0	0	4930	3043	41570	1630
Tactics Ogre - Let Us Cling Together.jpg	163	140	124	24.62	0.24	1	0.56	0.17	0	0	0	0	0	0	0	0	4736	6092	42628	572
Tactics Ogre - Reborn.jpg	124	111	111	0	0.1	0	0.46	0.06	0	0	0	2	0	0	3	0	9168	5347	39255	3945
Tail Concerto.jpg	135	119	116	9.47	0.14	1	0.49	0.08	820	0	0	0	0	0	160	0	1634	3822	41446	1754
Tails - The Backbone Preludes.jpg	81	68	73	336.92	0.16	0	0.29	0.09	2	0	0	0	0	0	179	0	6402	10	42816	384
Tails of Iron.jpg	91	105	66	81.54	0.37	0	0.34	0.23	2	0	0	227	0	0	69	0	9573	940	43040	160
Tales from Space Mutant Blobs Attack.jpg	116	99	57	42.71	0.51	0	0.34	0.34	4	0	0	589	0	0	371	5	1902	6	40187	3013
Tales of Arise.jpg	91	68	58	18.18	0.36	0	0.29	0.22	70	0	0	178	0	0	919	0	12989	813	40209	2991
Tales of Berseria.jpg	149	133	137	345	0.11	1	0.55	0.07	127	0	0	0	0	0	0	0	10603	14601	34989	8211
Tales of Graces F.jpg	204	192	177	33.33	0.13	1	0.75	0.21	364	0	0	70	4	0	86	0	66	12971	42331	869
Tales of Symphonia Chronicles.jpg	180	184	166	73.33	0.1	1	0.69	0.11	964	0	9	13	0	0	394	0	1047	14964	41730	1470
Tales of the Abyss.jpg	141	142	122	63	0.14	1	0.52	0.08	16	0	0	2	0	0	150	0	1702	5050	37728	5472
Tales of Vesperia.jpg	179	171	165	25.71	0.08	1	0.67	0.08	28	0	0	81	0	0	341	0	1899	16020	39487	3713
Tales of Xillia 2.jpg	136	118	126	333.33	0.13	1	0.5	0.07	0	0	0	6	3	0	19	0	7132	6766	42387	813
Tales of Xillia.jpg	203	204	197	68.57	0.03	1	0.79	0.06	1	0	0	7	0	0	56	0	392	21347	42416	784
Tandem - A Tale of Shadows.jpg	50	49	68	243.16	0.28	0	0.23	0.16	0	0	0	27	0	0	126	0	20634	573	42876	324
Tangle Tower.jpg	116	107	108	353.33	0.08	0	0.44	0.04	124	0	0	0	0	0	0	0	14607	7038	41762	1438
Tape to Tape.jpg	115	112	121	260	0.07	0	0.46	0.04	0	0	0	0	0	0	3	0	3633	4885	40502	2698
TASOMACHI - Behind the Twilight.jpg	134	124	112	32.73	0.16	1	0.48	0.09	0	0	0	8	0	0	132	0	745	2589	39380	3820
Taur.jpg	18	45	66	206.25	0.73	0	0.16	0.57	0	0	0	0	1	0	0	0	19747	520	42852	348
Team Sonic Racing.jpg	126	146	160	204.71	0.21	1	0.56	0.15	393	0	31	1760	46	0	370	0	2129	3363	40683	2517
Tearaway Unfolded.jpg	100	80	75	12	0.25	0	0.34	0.14	237	0	0	72	0	0	473	21	866	549	42814	386
Teardown.jpg	106	98	97	6.67	0.08	0	0.4	0.04	32	0	0	8	0	0	389	0	5096	1029	39984	3216
Teenage Mutant Ninja Turtles - Shredder's Revenge.jpg	165	139	104	34.43	0.37	1	0.53	0.25	56	0	0	2083	3	0	3295	2	501	2543	42369	831
Teenage Mutant Ninja Turtles - Splintered Fate.jpg	64	81	106	215.71	0.4	0	0.33	0.25	1	241	91	2	946	4	10	70	9475	969	42724	476
Teenage Mutant Ninja Turtles - The Cowabunga Collection.jpg	100	85	68	31.87	0.32	0	0.33	0.19	183	0	0	245	0	0	1516	0	13030	2389	42021	1179
Teenage Mutant Ninja Turtles - Turtles in Time Re-Shelled.jpg	94	117	106	151.3	0.2	0	0.41	0.11	231	0	0	56	0	0	36	0	2186	572	42918	282
Teenage Mutant Ninja Turtles 2 - Battle Nexus.jpg	71	70	47	57.5	0.34	0	0.23	0.2	13	0	0	210	0	0	101	0	16837	1194	40946	2254
Teenage Mutant Ninja Turtles 3 - Mutant Nightmare.jpg	140	104	64	31.58	0.54	1	0.4	0.37	2957	0	0	2733	0	0	2768	0	9336	2690	42674	526
Teenage Mutant Ninja Turtles.jpg	173	127	37	39.71	0.79	1	0.41	0.65	4	0	0	97	0	0	23420	0	3017	216	42941	259
Teenage Zombies - Invasion of the Alien Brain Thingys!.jpg	50	49	50	300	0.02	0	0.19	0.01	59	0	0	0	0	0	0	0	31270	5572	38333	4867
Tekken - Dark Resurrection.jpg	142	128	123	15.79	0.13	1	0.52	0.08	166	0	9	0	8	0	104	0	6832	10712	35582	7618
Tekken 3.jpg	152	85	100	346.57	0.44	1	0.46	0.28	2583	0	37	0	0	0	55	42	5417	6556	42868	332
Tekken 4.jpg	144	96	78	16.36	0.46	1	0.44	0.3	869	0	0	149	0	0	2754	0	6382	1782	41817	1383
Tekken 5.jpg	134	90	62	23.33	0.54	1	0.38	0.37	2223	0	0	387	0	0	2251	0	9332	1578	42572	628
Tekken 6.jpg	99	80	76	10.43	0.23	0	0.34	0.13	2663	0	0	0	0	0	89	0	11500	2645	41518	1682
Tekken 7.jpg	119	35	28	4.62	0.76	0	0.29	0.62	3641	0	0	0	0	0	644	0	10530	437	42792	408
TEKKEN 8.jpg	50	45	58	263.08	0.22	0	0.2	0.13	10	0	0	0	0	0	0	0	25555	1179	42497	703
Tekken Tag Tournament 2.jpg	60	56	60	300	0.07	0	0.23	0.03	276	0	0	0	0	0	0	0	24062	1803	35541	7659
Tekken Tag Tournament.jpg	137	132	136	312	0.04	1	0.53	0.02	277	0	0	0	0	0	9	0	7226	8895	36142	7058
Tell Me Why.jpg	87	86	90	255	0.04	0	0.35	0.02	0	0	0	0	0	0	0	0	4999	302	36440	6760
Tenchu - Stealth Assassins.jpg	107	94	90	14.12	0.16	0	0.39	0.09	1896	0	0	0	0	0	5	0	21045	10600	39867	3333
Tenchu 2 - Birth of the Stealth Assassins.jpg	150	141	132	30	0.12	1	0.55	0.08	10	0	0	0	0	0	0	0	8793	13246	39044	4156
Tenchu Shadow Assassins.jpg	165	118	111	7.78	0.33	1	0.54	0.23	1398	0	0	4	0	0	368	0	6141	15261	42700	500
Tenchu Wrath of Heaven.jpg	115	41	38	2.34	0.67	0	0.3	0.5	187	0	0	0	0	0	7	0	10050	2986	42965	235
Terra Nil.jpg	122	158	152	170	0.23	1	0.55	0.16	0	0	0	0	33	0	0	0	1204	4546	42010	1190
Teslagrad 2.jpg	114	116	96	66	0.17	0	0.42	0.09	3	0	0	134	111	0	4329	0	2134	2322	43020	180
Teslagrad.jpg	55	55	59	240	0.07	0	0.22	0.04	0	0	0	0	0	0	3	0	21986	242	36607	6593
Tetris Effect.jpg	54	37	50	314.12	0.31	0	0.18	0.19	11	0	0	0	0	0	6	0	23310	116	42557	643
Thank Goodness you're Here.jpg	161	189	211	206.4	0.24	1	0.73	0.36	133	0	0	14	0	0	40	0	520	5844	42769	431
That Flipping Mountain.jpg	236	162	165	357.57	0.31	1	0.78	0.66	4074	0	0	0	0	0	2	0	0	18716	43197	3
The 3rd Birthday.jpg	126	44	43	0.72	0.66	0	0.33	0.49	2	0	0	0	0	0	0	0	4738	75	43178	22
The Adventure Pals.jpg	89	128	119	166.15	0.3	1	0.43	0.18	43	0	0	418	794	0	136	0	5237	1701	42848	352
The Alliance Alive HD Remastered.jpg	161	148	145	11.25	0.1	1	0.6	0.08	0	0	0	0	0	0	0	1	4409	12532	41189	2011
The Artful Escape.jpg	156	136	154	306	0.13	1	0.57	0.09	12	0	557	0	36	0	4	82	405	5413	43152	48
The Ascent.jpg	141	45	28	9.03	0.8	1	0.33	0.67	11002	0	0	0	0	0	0	0	9298	2930	43186	14
The Baconing.jpg	91	58	37	23.33	0.59	0	0.25	0.42	370	0	0	155	0	0	2883	0	15164	600	39473	3727
The Banner Saga 2.jpg	150	136	137	355.71	0.09	1	0.56	0.06	44	0	0	0	0	0	11	0	1060	7677	41087	2113
The Banner Saga 3.jpg	108	85	115	286	0.26	0	0.39	0.15	355	0	0	0	0	0	30	1	3569	20	42946	254
The Banner Saga.jpg	104	80	80	0	0.23	0	0.36	0.13	88	0	0	1	0	0	70	0	7069	15	41767	1433
The Big Con.jpg	113	92	119	286.67	0.23	0	0.41	0.13	58	21	0	100	3368	7204	9	6	13610	215	43127	73
The Binding of Isaac - Rebirth.jpg	64	64	64	-1	0	0	0.25	0	0	0	0	0	0	0	0	0	24941	2656	37010	6190
The Blackwell Bundle.jpg	82	58	62	350	0.29	0	0.27	0.17	342	0	0	0	0	0	475	0	6246	21	42654	546
The Blackwell Epiphany.jpg	51	48	62	252.86	0.23	0	0.22	0.13	45	0	0	0	0	0	0	0	18452	53	42596	604
The Bookwalker - Thief of Tales.jpg	148	31	57	346.67	0.79	1	0.35	0.65	18629	0	0	344	0	0	288	0	6932	14	43195	5
The Brew Barons.jpg	134	136	140	220	0.04	1	0.54	0.03	2	0	0	4	0	0	0	0	1490	3715	38569	4631
The Case of the Golden Idol.jpg	85	66	58	17.78	0.32	0	0.28	0.19	130	0	0	509	0	0	1251	0	9073	35	42728	472
The Cave.jpg	68	96	103	192	0.34	0	0.34	0.2	0	0	0	0	0	0	0	0	17778	2597	43181	19
The Coma - Cutting Class.jpg	57	53	62	266.67	0.15	0	0.23	0.08	0	0	0	0	0	0	0	0	27545	4065	41366	1834
The Coma 2 Vicious Sisters.jpg	45	22	29	341.74	0.51	0	0.13	0.34	689	0	0	0	0	0	0	0	29723	751	42165	1035
The Company Man.jpg	130	120	146	263.08	0.18	1	0.52	0.11	6	0	0	0	0	0	0	0	3056	3918	42114	1086
The Council.jpg	54	32	20	21.18	0.63	0	0.15	0.46	0	0	0	0	0	0	1	0	27946	191	43103	97
The Dark Spire.jpg	10	10	10	-1	0	0	0.04	0	0	0	0	0	0	0	0	0	39092	0	40359	2841
The Darkness II.jpg	127	115	101	32.31	0.2	0	0.45	0.11	0	0	0	0	0	0	0	0	12364	10768	42362	838
The Darkness.jpg	43	50	51	187.5	0.16	0	0.18	0.09	0	0	0	0	0	0	0	0	24644	931	42481	719
The Dungeon of Naheulbeuk The Amulet of Chaos.jpg	47	33	26	20	0.45	0	0.14	0.29	1	0	0	35	0	0	117	0	30717	53	43139	61
The Elder Scrolls IV - Oblivion.jpg	210	203	187	41.74	0.11	1	0.78	0.2	0	0	0	0	0	0	0	0	955	24449	43153	47
The Elder Scrolls V - Skyrim.jpg	19	22	25	210	0.24	0	0.09	0.14	0	0	0	0	0	0	0	0	41068	68	41256	1944
The Entropy Centre.jpg	128	117	115	9.23	0.1	1	0.48	0.05	0	0	0	0	0	0	8	0	1592	3975	41905	1295
The Escapists.jpg	57	86	87	182	0.34	0	0.28	0.21	765	0	0	3	66	0	1052	0	10655	1715	43051	149
The Eternal Cylinder.jpg	144	65	61	2.89	0.58	1	0.4	0.4	2200	0	0	0	0	0	309	0	5906	151	43199	1
The Evil Within 2.jpg	160	150	151	354	0.06	1	0.61	0.05	22	0	0	0	0	0	0	0	1620	10018	16453	26747
The Evil Within.jpg	163	151	151	0	0.07	1	0.62	0.06	155	0	0	0	0	0	0	0	8320	20601	33096	10104
The Excavation of Hobs Barrow.jpg	93	70	64	12.41	0.31	0	0.31	0.18	119	0	0	0	0	0	0	0	8062	120	41880	1320
The Fabulous Fear Machine.jpg	70	65	56	38.57	0.2	0	0.25	0.11	0	0	0	1081	0	0	38	0	22251	630	41759	1441
The Falconeer.jpg	113	146	142	172.73	0.23	1	0.51	0.13	0	0	0	0	7	0	1	0	4405	2499	42681	519
