Name,r,g,b,hue,sat_1,value,lumo,Custom Order,sat_2,red,green,blue,yellow,cyan,magenta,orange,indigo,black,white,unknown,grey
Okami,190,154,136,20,0.28,1,0.64,C,0.29,5554,0,0,0,0,0,525,0,3301,7870,42202,998
Mafia - Definitive Edition,174,126,102,20,0.41,1,0.54,C,0.31,4779,0,0,119,0,0,3672,0,2263,2118,41356,1844
Wandering Sword,145,127,118,20,0.19,1,0.52,C,0.11,1,0,0,0,0,0,64,0,5552,8614,41213,1987
Metaphor ReFantazio,136,114,103,20,0.24,1,0.47,C,0.14,17,0,0,69,0,0,512,1,6338,8389,39029,4171
Knights in the Nightmare,141,109,93,20,0.34,1,0.46,C,0.21,424,0,0,420,0,0,762,0,6807,6357,42434,766
Spyro 2 - Ripto's Rage!,156,100,72,20,0.54,1,0.45,C,0.37,3404,0,0,1230,0,0,8413,125,1269,951,41896,1304
8 Doors,110,106,104,20,0.05,0,0.42,C,0.03,0,0,0,0,0,0,0,0,14545,10838,30148,13052
Outland,114,100,93,20,0.18,0,0.41,C,0.1,4391,0,0,299,851,0,3682,0,7856,2178,42474,726
Papetura,158,88,53,20,0.66,1,0.41,C,0.5,135,0,0,0,0,0,3547,0,232,1001,43195,5
Remnant from the Ashes,97,85,79,20,0.19,0,0.35,C,0.1,1,0,0,0,0,0,8,0,14515,1837,37340,5860
SteamWorld Dig 2,99,61,42,20,0.58,0,0.28,C,0.4,3233,0,0,228,184,42,3063,3,16274,423,43089,111
"10,000 Bullets",57,47,42,20,0.26,0,0.19,C,0.15,0,0,0,0,0,0,24,0,26886,1531,41227,1973
Hand of Fate 2,51,45,42,20,0.18,0,0.18,C,0.1,1,0,0,1,0,0,132,0,24726,184,42711,489
Ninja Gaiden 3 Razors Edge,59,39,29,20,0.51,0,0.17,C,0.34,55,0,0,0,0,0,23,0,26475,811,42508,692
Keep Talking and Nobody Explodes,41,39,38,20,0.07,0,0.15,C,0.04,1,0,0,0,0,0,0,0,38619,2308,41176,2024
The Dungeon of Naheulbeuk The Amulet of Chaos,47,33,26,20,0.45,0,0.14,C,0.29,1,0,0,35,0,0,117,0,30717,53,43139,61
Gears of War,72,41,25,20.43,0.65,0,0.19,C,0.48,286,0,0,83,0,0,1088,0,21929,1677,42562,638
Total War - Attila,64,35,20,20.45,0.69,0,0.16,C,0.52,150,0,0,3,0,0,196,0,24534,15,43146,54
The Wolf Among Us,61,34,20,20.49,0.67,0,0.16,C,0.51,223,0,0,2,0,0,1474,0,24457,1,43164,36
The Lord of the Rings - The Third Age,105,61,38,20.6,0.64,0,0.28,C,0.47,1593,0,0,578,2,0,3332,0,14398,90,43130,70
Dead or Alive - Dimensions,177,156,145,20.63,0.18,1,0.63,C,0.17,1012,0,0,0,0,0,748,0,3805,14904,39479,3721
Contra 4,138,77,45,20.65,0.67,1,0.36,C,0.51,2030,0,0,250,0,0,3283,0,5720,2613,42676,524
WarioWare - Touched!,200,143,113,20.69,0.44,1,0.61,C,0.44,22,0,3,42,0,0,1112,0,3731,5349,42912,288
Fight of Gods,137,120,111,20.77,0.19,1,0.49,C,0.1,22,0,0,74,70,0,1920,0,4612,4020,42132,1068
Uncharted 3 - Drake's Deception,145,111,93,20.77,0.36,1,0.47,C,0.22,116,0,0,151,0,0,538,0,2212,2968,42653,547
Shadow Blade Reload,105,90,82,20.87,0.22,0,0.37,C,0.12,69,0,0,136,0,0,388,0,7232,383,27720,15480
Wo Long Fallen Dynasty,77,62,54,20.87,0.3,0,0.26,C,0.18,10,0,0,0,0,0,0,0,14197,188,41001,2199
GoldenEye 007,133,105,90,20.93,0.32,1,0.44,C,0.19,156,0,0,0,0,0,487,0,4563,1803,39677,3523
Atelier Ryza - Ever Darkness & the Secret Hideout,158,145,138,21,0.13,1,0.58,C,0.09,151,0,0,0,0,0,13,0,340,5862,40118,3082
Twisted Metal,113,87,73,21,0.35,0,0.36,C,0.22,113,0,0,541,0,0,1533,0,11079,3599,42541,659
FreeSpace 2,69,56,49,21,0.29,0,0.23,C,0.17,548,0,0,1,0,0,298,0,23593,1123,41635,1565
Wizard with a Gun,79,42,22,21.05,0.72,0,0.2,C,0.56,304,0,0,990,15,54,4130,0,23312,0,43124,76
Desperados III,133,85,59,21.08,0.56,1,0.38,C,0.39,689,0,0,0,0,0,2218,0,6334,1183,43077,123
Legacy of Kain - Defiance,95,60,41,21.11,0.57,0,0.27,C,0.4,2322,0,0,132,0,0,619,0,15195,929,42939,261
Stella Glow,154,143,137,21.18,0.11,1,0.57,C,0.08,564,0,0,13,0,0,47,0,4895,11456,38289,4911
Sly 3 - Honor Among Thieves,94,83,77,21.18,0.18,0,0.34,C,0.1,175,0,0,929,0,0,1727,0,12145,917,41123,2077
Voyage,104,82,70,21.18,0.33,0,0.34,C,0.2,0,0,0,40,0,0,102,0,18643,2589,43008,192
Jade Cocoon - Story of the Tamamayu,75,64,58,21.18,0.23,0,0.26,C,0.13,163,0,0,142,0,0,679,0,23307,1307,39879,3321
Wartales,79,57,45,21.18,0.43,0,0.24,C,0.27,0,0,0,0,0,0,62,0,18336,4,42872,328
Fran Bow,67,45,33,21.18,0.51,0,0.2,C,0.34,4,0,0,32,0,0,227,0,24079,9,42287,913
Heaven Dust 2,56,34,22,21.18,0.61,0,0.15,C,0.44,985,0,0,0,0,0,294,0,25007,607,42564,636
The Council,54,32,20,21.18,0.63,0,0.15,C,0.46,0,0,0,0,0,0,1,0,27946,191,43103,97
Baldur's Gate - Dark Alliance,141,110,93,21.25,0.34,1,0.46,C,0.21,779,0,0,0,0,0,1057,0,11446,8396,43041,159
Nine Sols,127,80,54,21.37,0.57,0,0.35,C,0.4,2031,0,0,18,12,0,3993,0,5361,180,42701,499
Torchlight,125,89,69,21.43,0.45,0,0.38,C,0.29,418,0,0,82,0,0,2791,0,1486,960,43064,136
DOOM Eternal,136,82,52,21.43,0.62,1,0.37,C,0.45,1353,0,0,649,0,0,4416,0,2352,2993,42365,835
Front Mission 4,92,83,78,21.43,0.15,0,0.33,C,0.08,0,0,0,0,0,0,1,0,9107,1701,41327,1873
La-Mulana,116,71,46,21.43,0.6,0,0.32,C,0.43,32,0,0,338,0,0,1088,0,9075,351,43182,18
"9 Hours, 9 Persons, 9 Doors",81,72,67,21.43,0.17,0,0.29,C,0.09,9,0,0,0,0,0,2,0,14663,976,40904,2296
Doom II - Hell on Earth,106,61,36,21.43,0.66,0,0.28,C,0.49,4441,0,0,490,0,0,3676,0,14455,8,42869,331
BloodRayne,87,60,45,21.43,0.48,0,0.26,C,0.32,238,0,0,0,0,0,21,0,20351,1060,43140,60
Overlord + Raising Hell,91,55,35,21.43,0.62,0,0.25,C,0.44,4,0,0,5,0,0,712,0,13826,220,43092,108
Lost in Play,175,141,122,21.51,0.3,1,0.58,C,0.25,328,0,0,85,0,0,217,0,123,3489,42885,315
Hyrule Warriors - Definitive Edition,171,155,146,21.6,0.15,1,0.62,C,0.13,381,0,0,206,8,4,426,5,1169,11519,41751,1449
Shank 2,77,54,41,21.67,0.47,0,0.23,C,0.31,1603,0,0,0,0,0,30,0,20234,323,42876,324
A Story about my Uncle,175,147,131,21.82,0.25,1,0.6,C,0.22,0,0,0,41,5,0,76,0,837,8208,42596,604
Dead Rising,118,111,107,21.82,0.09,0,0.44,C,0.05,79,0,0,70,0,0,468,0,9188,5425,39069,4131
Neighbors From Hell,91,84,80,21.82,0.12,0,0.34,C,0.06,847,0,0,11,0,0,375,0,7793,1961,38082,5118
Pandora's Tower,88,81,77,21.82,0.13,0,0.32,C,0.07,0,0,0,14,0,0,187,0,12983,2228,40786,2414
The Lord of the Rings - The Return of the King,98,70,54,21.82,0.45,0,0.3,C,0.29,326,0,0,75,0,0,868,0,15343,1469,42630,570
Papers Please,57,50,46,21.82,0.19,0,0.2,C,0.11,146,0,0,0,0,0,0,0,26640,4490,37498,5702
Rise & Shine,197,136,101,21.88,0.49,1,0.58,C,0.45,631,0,0,11,0,0,3151,0,204,2413,43187,13
Cat Quest III,158,125,106,21.92,0.33,1,0.52,C,0.21,132,0,0,505,51,0,1192,0,937,148,42883,317
Clid The Snail,105,72,53,21.92,0.5,0,0.31,C,0.33,249,0,0,0,0,0,229,0,8264,1699,42790,410
Songs for a Hero,209,145,108,21.98,0.48,1,0.62,C,0.52,183,0,0,159,0,0,8370,0,874,2334,43149,51
Darksiders III,115,98,88,22.22,0.23,0,0.4,C,0.13,14,0,0,0,0,0,0,0,10754,3188,39191,4009
X-Men Origins Wolverine,64,47,37,22.22,0.42,0,0.2,C,0.27,43,0,0,0,0,0,317,0,26527,1433,41152,2048
Sakura Wars - So Long My Love,198,176,163,22.29,0.18,1,0.71,C,0.23,456,0,5,43,0,0,1238,0,1144,16659,42280,920
Loopmancer,113,91,78,22.29,0.31,0,0.37,C,0.18,137,0,0,13,1,0,96,0,7427,1562,41383,1817
Dead Space,87,65,52,22.29,0.4,0,0.27,C,0.25,107,0,0,0,17,0,766,0,19025,2437,42733,467
Tomb Raider,67,40,24,22.33,0.64,0,0.18,C,0.47,0,0,0,0,0,0,691,0,22526,2,43005,195
Bushido Blade 2,172,140,121,22.35,0.3,1,0.57,C,0.24,847,0,0,0,0,0,82,0,1731,6518,42420,780
American Arcadia,167,142,127,22.5,0.24,1,0.58,C,0.19,1569,0,0,295,154,0,2470,0,2954,11616,42668,532
Pokémon Stadium,158,123,102,22.5,0.35,1,0.51,C,0.22,5203,0,0,937,0,0,3392,0,1908,6204,42542,658
Valkyria Chronicles II,112,97,88,22.5,0.21,0,0.39,C,0.12,0,0,0,7,0,0,32,0,10046,245,39463,3737
Batman - The Enemy Within - The Telltale Series,62,57,54,22.5,0.13,0,0.23,C,0.07,1,0,0,0,0,0,1,0,19569,275,35522,7678
Def Jam - Fight for NY,56,46,40,22.5,0.29,0,0.19,C,0.17,2,0,0,0,0,0,27,0,29110,869,41084,2116
Crazy Machines,165,127,104,22.62,0.37,1,0.53,C,0.25,98,0,0,3704,0,0,2058,3,396,1026,42794,406
Drakan - The Ancients' Gates,134,96,73,22.62,0.46,1,0.41,C,0.29,1001,0,0,131,0,0,3473,0,5177,134,38709,4491
Time - Gentlemen Please,139,111,94,22.67,0.32,1,0.46,C,0.19,17,0,0,0,0,0,32,0,1722,49,42851,349
The Knight Witch,105,87,76,22.76,0.28,0,0.35,C,0.16,411,0,0,0,0,0,309,0,4006,573,35365,7835
IMMORTALITY,109,78,59,22.8,0.46,0,0.33,C,0.3,230,0,0,0,0,0,244,0,15058,983,42595,605
Lost Dimension,133,104,86,22.98,0.35,1,0.43,C,0.21,92,0,0,0,0,0,420,0,6092,2640,40597,2603
Shadow The Hedgehog,107,78,60,22.98,0.44,0,0.33,C,0.28,392,0,0,564,0,0,2065,0,11904,321,41400,1800
Visions of Mana,169,124,96,23.01,0.43,1,0.52,C,0.3,875,0,0,67,0,0,2389,0,33,1605,42962,238
Last Day of June,229,144,91,23.04,0.6,1,0.63,C,0.73,5914,0,0,693,0,0,6608,0,4,1907,43199,1
For the People,120,112,107,23.08,0.11,0,0.45,C,0.06,132,0,0,0,0,0,22,0,7342,7152,28932,14268
Dungeons 2,64,48,38,23.08,0.41,0,0.2,C,0.25,10,0,0,1,0,0,238,0,22588,226,41296,1904
Deathloop,141,90,58,23.13,0.59,1,0.39,C,0.42,319,0,0,536,2,0,1972,0,8216,4911,42452,748
Ultra Age,115,96,84,23.23,0.27,0,0.39,C,0.16,40,0,0,188,0,0,592,0,8498,2260,37398,5802
Fallout,107,77,58,23.27,0.46,0,0.32,C,0.3,224,0,0,0,0,0,2,0,11078,1051,43110,90
Call of Juarez,132,80,47,23.29,0.64,1,0.35,C,0.47,1256,0,0,479,0,0,4140,0,10070,1560,42715,485
Wild Arms 4,115,104,97,23.33,0.16,0,0.42,C,0.08,160,0,0,271,0,0,445,0,3810,1551,40538,2662
Tekken 5,134,90,62,23.33,0.54,1,0.38,C,0.37,2223,0,0,387,0,0,2251,0,9332,1578,42572,628
Titan Souls,102,91,84,23.33,0.18,0,0.36,C,0.1,7,0,0,0,0,0,0,0,7861,1891,39617,3583
Slender The Arrival,107,63,35,23.33,0.67,0,0.28,C,0.51,1,0,0,0,0,0,307,0,8151,421,43196,4
The Baconing,91,58,37,23.33,0.59,0,0.25,C,0.42,370,0,0,155,0,0,2883,0,15164,600,39473,3727
Mass Effect 2,128,78,46,23.41,0.64,1,0.34,C,0.47,493,0,0,0,0,0,1211,0,4994,1566,42562,638
Red Faction Guerrilla,209,156,122,23.45,0.42,1,0.65,C,0.49,231,0,0,0,0,0,3532,0,2896,7662,43200,0
Crash Team Racing,137,120,109,23.57,0.2,1,0.48,C,0.11,940,0,522,3069,0,45,658,1,4643,7078,42294,906
Fire Emblem Radiant Dawn,165,114,81,23.57,0.51,1,0.48,C,0.34,146,0,0,1273,0,0,3381,0,1795,1660,42865,335
Fable III,140,106,84,23.57,0.4,1,0.44,C,0.25,0,0,0,0,0,0,10,0,2466,2850,42721,479
TY the Tasmanian Tiger 4,147,107,81,23.64,0.45,1,0.45,C,0.29,82,1,0,106,0,0,4169,0,865,597,42412,788
Songs of Conquest,108,88,75,23.64,0.31,0,0.36,C,0.18,187,0,0,0,0,0,147,0,15418,2549,42275,925
"Warhammer 40K - Shootas, Blood & Teef",96,73,58,23.68,0.4,0,0.3,C,0.25,204,0,0,47,0,0,927,0,11425,278,42300,900
Banjo-Tooie,161,120,93,23.82,0.42,1,0.5,C,0.27,2655,0,2282,2809,15,4,3096,1,2165,741,42972,228
Max - The Curse of Brotherhood,126,85,58,23.82,0.54,0,0.36,C,0.37,289,0,0,451,0,0,2488,0,8939,1096,42985,215
Wasteland Remastered,157,83,34,23.9,0.78,1,0.37,C,0.64,2426,0,0,1135,0,0,6929,0,2368,3299,43199,1
LittleBigPlanet 3,166,148,136,24,0.18,1,0.59,C,0.14,507,0,0,436,33,0,2152,0,1390,9011,42676,524
The Last Friend,169,127,99,24,0.41,1,0.53,C,0.29,2412,0,0,1366,107,0,2565,46,682,141,42993,207
Heroes of Might and Magic IV,124,121,119,24,0.04,0,0.48,C,0.02,22,0,0,275,0,0,87,3,5375,3071,37915,5285
One Piece - Pirate Warriors 3,140,107,85,24,0.39,1,0.44,C,0.24,476,0,0,708,0,0,2472,0,4758,1348,42380,820
Grand Theft Auto - Chinatown Wars,120,105,95,24,0.21,0,0.42,C,0.12,1265,0,0,17,0,0,718,0,12148,6248,41885,1315
Kingdom Two Crowns,124,94,74,24,0.4,0,0.39,C,0.25,85,0,0,0,0,0,310,0,11242,0,41123,2077
Mystery Dungeon - Shiren the Wanderer,114,90,74,24,0.35,0,0.37,C,0.21,682,0,0,433,0,0,1744,0,8292,726,42360,840
Darksiders,101,89,81,24,0.2,0,0.36,C,0.11,508,0,0,24,0,0,818,0,10896,964,38440,4760
Rez,75,72,70,24,0.07,0,0.28,C,0.03,7,0,0,108,3,0,370,9,18441,1214,42311,889
Duke Nukem 64,96,60,36,24,0.62,0,0.26,C,0.45,3993,0,0,0,0,0,3641,0,18858,274,42397,803
Fear and Hunger,55,52,50,24,0.09,0,0.21,C,0.05,0,0,0,0,0,0,0,0,28423,4030,40249,2951
Command & Conquer - Remastered Collection,64,49,39,24,0.39,0,0.2,C,0.24,27,2,0,20,0,0,215,0,25348,1225,38844,4356
Aurion Legacy of the Kori-Odan,60,33,15,24,0.75,0,0.15,C,0.6,213,0,0,7,0,0,437,0,14157,22,43199,1
Morbid - The Seven Acolytes,51,36,26,24,0.49,0,0.15,C,0.32,0,0,0,0,0,0,0,0,26718,28,42048,1152
Blasphemous 2,41,26,16,24,0.61,0,0.11,C,0.44,0,0,0,0,0,0,154,0,31928,9,43193,7
Hellblade - Senua’s Sacrifice,31,28,26,24,0.16,0,0.11,C,0.09,0,0,0,0,0,0,0,0,33415,126,41293,1907
The Lord of the Rings - The Fellowship of the Ring,110,73,48,24.19,0.56,0,0.31,C,0.39,913,0,0,21,0,0,656,0,7812,623,43137,63
Gears Tactics,113,82,61,24.23,0.46,0,0.34,C,0.3,567,0,0,7,0,0,557,0,6696,1263,37631,5569
Threads of Fate,185,157,138,24.26,0.25,1,0.63,C,0.25,255,0,0,56,0,0,1698,0,363,9584,42170,1030
Wizard of Legend,114,86,67,24.26,0.41,0,0.35,C,0.26,738,0,0,465,0,0,3895,0,7958,819,42167,1033
The Medium,109,84,67,24.29,0.39,0,0.35,C,0.24,278,0,0,0,0,0,2429,0,11646,2739,36322,6878
Apollo Justice - Ace Attorney Trilogy,146,124,109,24.32,0.25,1,0.5,C,0.15,276,0,0,524,0,0,1764,0,1817,3461,41837,1363
Ratchet & Clank - Up Your Arsenal,99,55,25,24.32,0.75,0,0.24,C,0.6,5254,0,0,235,0,0,1608,0,16179,117,42593,607
Desperados 2 - Cooper's Revenge,108,70,44,24.38,0.59,0,0.3,C,0.42,974,0,0,22,0,0,2866,0,17088,1253,43034,166
Baldur's Gate II Enhanced Edition,64,45,32,24.38,0.5,0,0.19,C,0.33,0,0,0,0,0,0,31,0,20270,37,43004,196
Baten Kaitos I & II HD Remaster,194,178,167,24.44,0.14,1,0.71,C,0.18,5,0,4,0,3,0,20,0,402,15049,42679,521
Red Steel 2,198,134,90,24.44,0.55,1,0.56,C,0.49,975,0,0,0,0,0,5851,0,1094,4022,43052,148
Contra - Operation Galuga,136,88,55,24.44,0.6,1,0.37,C,0.42,1043,0,0,240,0,0,3639,0,3125,533,42784,416
DREDGE,89,73,62,24.44,0.3,0,0.3,C,0.18,0,0,0,0,0,0,0,0,15493,2937,41874,1326
Knights and Bikes,185,127,87,24.49,0.53,1,0.53,C,0.41,1003,0,0,51,17,0,6799,5,5638,368,42989,211
Attack on Titan,88,62,44,24.55,0.5,0,0.26,C,0.33,586,0,0,2,0,0,450,0,16897,1402,40953,2247
Koudelka,65,52,43,24.55,0.34,0,0.21,C,0.2,134,0,0,0,0,0,312,0,24374,256,43143,57
Shadow of Rome,105,69,44,24.59,0.58,0,0.29,C,0.41,123,0,0,67,0,0,2189,0,14567,2316,42587,613
Tactics Ogre - Let Us Cling Together,163,140,124,24.62,0.24,1,0.56,C,0.17,0,0,0,0,0,0,0,0,4736,6092,42628,572
Running with Rifles,132,86,54,24.62,0.59,1,0.36,C,0.42,0,0,0,370,0,0,1192,0,5451,1712,43161,39
SIFU_2,104,81,65,24.62,0.38,0,0.33,C,0.23,0,0,0,0,0,0,0,0,14329,1558,42355,845
Final Fantasy XVI,122,112,105,24.71,0.14,0,0.45,C,0.07,19,0,0,49,0,0,617,0,13136,10318,38708,4492
Onimusha 2 Samurai's Destiny,101,81,67,24.71,0.34,0,0.33,C,0.2,820,0,0,10,0,0,183,0,15351,3616,41019,2181
Saiyuki - Journey West,136,119,107,24.83,0.21,1,0.48,C,0.12,217,0,21,512,0,0,3724,0,2041,1725,42997,203
Desperados - Wanted Dead or Alive,134,83,47,24.83,0.65,1,0.35,C,0.48,2098,0,0,748,0,0,5243,0,10920,2862,43002,198
Doom 3,74,43,21,24.91,0.72,0,0.19,C,0.56,89,0,0,141,0,0,659,0,20015,16,43145,55
Ministry of Broadcast,170,118,81,24.94,0.52,1,0.49,C,0.35,811,0,0,0,0,0,14218,0,7040,517,43102,98
Mario vs Donkey Kong,150,129,114,25,0.24,1,0.52,C,0.15,2391,0,5,1992,1,0,834,2,3063,5844,42742,458
Zeno Clash,128,121,116,25,0.09,1,0.48,C,0.05,0,0,0,0,0,0,0,0,5166,7362,35843,7357
Spec Ops - The Line,186,161,143,25.12,0.23,1,0.65,C,0.24,37,0,0,0,0,0,466,0,2633,15141,42934,266
Serial Cleaners,136,100,74,25.16,0.46,1,0.41,C,0.3,24,0,0,273,0,0,8404,0,11936,2627,40983,2217
Xenogears,181,170,162,25.26,0.1,1,0.67,C,0.11,1884,0,0,0,0,0,23,0,1915,14865,31207,11993
Dungeons of Aether,110,88,72,25.26,0.35,0,0.36,C,0.21,118,0,0,10,0,0,1142,0,9260,384,42234,966
Peaky Blinders - Mastermind,63,52,44,25.26,0.3,0,0.21,C,0.18,0,0,0,0,0,0,19,0,26877,1574,41358,1842
A Plague Tale Requiem,55,44,36,25.26,0.35,0,0.18,C,0.21,0,0,0,0,0,0,0,0,28331,173,42763,437
Wet,146,109,82,25.31,0.44,1,0.45,C,0.28,111,0,0,0,0,0,548,0,3530,2693,43189,11
Earthworm Jim 2,155,92,46,25.32,0.7,1,0.39,C,0.54,1952,0,0,131,0,0,11340,0,5980,248,43131,69
Dragon Ball Z - Attack of the Saiyans,146,120,101,25.33,0.31,1,0.48,C,0.18,1559,0,0,1065,66,0,1406,0,4987,4016,41571,1629
Rise of the Kasai,74,59,48,25.38,0.35,0,0.24,C,0.21,64,0,0,5,0,0,827,0,18194,252,39424,3776
Scorn,98,64,39,25.42,0.6,0,0.27,C,0.43,0,0,0,0,0,0,309,0,5841,0,43200,0
Oneiros,144,125,111,25.45,0.23,1,0.5,C,0.13,475,0,0,9,38,0,10,0,6841,2456,41379,1821
Bioshock - Infinite,137,118,104,25.45,0.24,1,0.47,C,0.14,499,0,0,98,3,0,573,0,5694,3615,41283,1917
Titan Quest,135,116,102,25.45,0.24,1,0.46,C,0.14,95,0,0,0,0,0,208,0,6262,1716,41898,1302
Last Train Home,120,97,80,25.5,0.33,0,0.39,C,0.2,0,0,0,0,0,0,0,0,6088,1691,40924,2276
God of War - Ghost of Sparta,115,88,68,25.53,0.41,0,0.36,C,0.26,16,0,0,21,0,0,470,0,11911,1556,42794,406
Blazing Chrome,168,110,67,25.54,0.6,1,0.46,C,0.43,1866,0,0,528,0,0,9609,0,1217,484,42637,563
Sakuna - Of Rice and Ruin,189,154,128,25.57,0.32,1,0.62,C,0.32,52,0,0,0,0,0,185,0,1072,298,42132,1068
Untold Legends - Brotherhood of the Blade,137,94,62,25.6,0.55,1,0.39,C,0.38,231,0,0,123,0,0,4350,0,5908,1209,42654,546
Manifold Garden,190,178,169,25.71,0.11,1,0.7,C,0.14,0,0,0,0,0,0,0,0,370,18192,43175,25
Tales of Vesperia,179,171,165,25.71,0.08,1,0.67,C,0.08,28,0,0,81,0,0,341,0,1899,16020,39487,3713
Greed Corp,124,108,96,25.71,0.23,0,0.43,C,0.13,11,0,0,0,0,0,40,0,10104,7016,42486,714
Grim Fandango,126,102,84,25.71,0.33,0,0.41,C,0.2,487,0,0,9,0,0,658,0,12164,1598,42487,713
Grand Theft Auto IV,109,101,95,25.71,0.13,0,0.4,C,0.07,42,0,0,0,0,0,14,0,12769,6312,39006,4194
The Game of Sisyphus,103,99,96,25.71,0.07,0,0.39,C,0.04,0,0,0,0,0,0,0,0,2481,1044,18464,24736
Signs of the Sojourner,112,96,84,25.71,0.25,0,0.38,C,0.14,0,0,0,0,0,0,3,0,2341,752,39328,3872
GrimGrimoire,106,90,78,25.71,0.26,0,0.36,C,0.15,31,0,0,152,0,0,1630,0,8196,1003,41418,1782
Wytchwood,106,90,78,25.71,0.26,0,0.36,C,0.15,17,0,0,0,0,0,12,0,13643,3811,43048,152
Until We Die,100,76,58,25.71,0.42,0,0.31,C,0.27,65,0,0,313,0,0,799,0,6014,419,41546,1654
Unavowed,101,69,45,25.71,0.55,0,0.29,C,0.38,536,0,0,37,20,0,853,0,11787,60,43078,122
Hollowbody,76,72,69,25.71,0.09,0,0.28,C,0.05,1,0,0,0,0,0,0,0,15644,1134,23869,19331
The Suffering,91,67,49,25.71,0.46,0,0.27,C,0.3,0,0,0,0,0,0,49,0,18264,891,43189,11
Tunche,87,67,52,25.71,0.4,0,0.27,C,0.25,1152,0,0,0,0,0,498,0,15394,271,42784,416
The Walking Dead,129,96,71,25.86,0.45,1,0.39,C,0.29,0,0,0,0,0,0,0,0,6610,1705,43197,3
Metal Slug 7,124,95,73,25.88,0.41,0,0.39,C,0.26,1789,0,0,128,0,0,1271,0,10929,4553,42274,926
Silent Hill 3,95,70,51,25.91,0.46,0,0.29,C,0.3,102,0,0,25,0,0,1443,0,20229,1950,42193,1007
Slay the Minotaur,174,98,40,25.97,0.77,1,0.42,C,0.63,770,0,0,482,0,0,4527,0,1434,666,43200,0
Fight'N Rage,73,56,43,26,0.41,0,0.23,C,0.26,562,0,2,984,0,0,441,8,22908,1844,42746,454
Pentiment,53,36,23,26,0.57,0,0.15,C,0.39,77,0,0,0,0,0,523,0,30718,0,42979,221
Hard West,97,54,21,26.05,0.78,0,0.23,C,0.64,2252,0,0,433,0,0,3561,0,18597,10,43182,18
Infamous - Second Son,90,68,51,26.15,0.43,0,0.28,C,0.28,50,0,0,22,0,0,2808,0,19883,3912,40367,2833
Tom Clancy's Splinter Cell - Conviction,84,75,68,26.25,0.19,0,0.3,C,0.11,263,0,0,0,0,0,1,0,18293,2478,38401,4799
Fat Princess - Fistful of Cake,167,135,110,26.32,0.34,1,0.54,C,0.24,1133,0,0,388,0,0,141,0,14,2510,37575,5625
Barista Simulator,120,97,79,26.34,0.34,0,0.39,C,0.21,11,1,24,0,0,0,404,0,7492,4000,40219,2981
The Last of Us,121,98,80,26.34,0.34,0,0.39,C,0.2,4,0,0,3,0,0,305,0,11718,7334,42961,239
Full Throttle,87,64,46,26.34,0.47,0,0.26,C,0.31,505,0,0,252,0,0,2514,0,25471,566,42898,302
Cook Serve Delicious 2,167,130,101,26.36,0.4,1,0.53,C,0.27,974,0,0,146,0,0,1491,0,1560,1023,41727,1473
Metal Gear Solid 2 - Sons of Liberty,159,145,134,26.4,0.16,1,0.57,C,0.12,2457,0,0,0,0,0,76,0,5436,13125,38202,4998
Castlevania - Portrait of Ruin,125,106,91,26.47,0.27,0,0.42,C,0.16,0,0,0,6,0,0,631,0,12144,7275,43084,116
Maximo vs. Army of Zin,103,84,69,26.47,0.33,0,0.34,C,0.2,5,0,0,0,0,0,5,0,13114,2093,42326,874
Star Wars - Knights of the Old Republic,77,58,43,26.47,0.44,0,0.24,C,0.28,113,0,0,59,0,0,444,0,21261,969,42605,595
Bravely Default,182,172,164,26.67,0.1,1,0.68,C,0.11,0,0,0,0,0,0,0,0,5382,18425,41073,2127
Automachef,156,151,147,26.67,0.06,1,0.59,C,0.04,138,0,0,30,0,0,66,0,86,3977,40534,2666
Bloodroots,168,123,87,26.67,0.48,1,0.5,C,0.32,513,0,0,1244,0,0,4988,0,3942,5285,42861,339
Ghost of Tsushima,103,98,94,26.67,0.09,0,0.39,C,0.05,3,0,0,0,0,0,0,0,17207,6541,35378,7822
Nocturnal,58,53,49,26.67,0.16,0,0.21,C,0.08,0,0,0,108,0,0,318,0,24192,265,41969,1231
Hitman - Blood Money,42,37,33,26.67,0.21,0,0.15,C,0.12,45,0,0,0,0,0,0,0,33304,2263,41991,1209
Naruto - Ultimate Ninja Heroes,152,95,49,26.8,0.68,1,0.39,C,0.51,3015,0,0,2746,0,0,4020,0,6870,1942,42722,478
Arc the Lad III,171,150,133,26.84,0.22,1,0.6,C,0.18,482,0,0,9,0,0,187,0,4577,10882,41746,1454
Shadow of Destiny,112,96,83,26.9,0.26,0,0.38,C,0.15,0,0,0,0,0,0,2,0,8408,2278,40697,2503
No One Lives Forever,203,128,67,26.91,0.67,1,0.53,C,0.57,8422,0,0,3565,0,0,10629,0,1547,1953,42840,360
Might & Magic Heroes VI,176,154,136,27,0.23,1,0.61,C,0.2,413,0,0,42,0,0,926,0,5198,16147,41318,1882
Children of the Sun,120,92,69,27.06,0.43,0,0.37,C,0.27,15,0,0,1271,0,0,2242,0,15505,989,42823,377
Resistance 2,125,108,94,27.1,0.25,0,0.43,C,0.14,11,0,0,26,0,0,938,0,7053,3944,41390,1810
Gunbrella,114,97,83,27.1,0.27,0,0.39,C,0.16,64,0,0,0,0,0,1704,0,14533,6193,42426,774
GreedFall,97,80,66,27.1,0.32,0,0.32,C,0.19,0,0,0,0,0,0,5,0,14466,909,40331,2869
